bigrama,tfidf_falso,tfidf_verdadeiro,diferenca
relacoes eua,0.0,8.671220656267971e-05,-8.671220656267971e-05
relacoes exteriores,0.0010650856574115,0.0007035396766739,0.0003615459807376
relacoes genero,0.0,6.450684518759288e-05,-6.450684518759288e-05
relacoes institucionais,0.0003015423264064,0.0004684712870051,-0.0001669289605987
relacoes internacionais,7.006998681510792e-05,0.0002276951374216,-0.0001576251506065
relacoes paises,3.9463400252639854e-05,3.4349201733136326e-05,5.114198519503528e-06
relacoes russia,3.38929977080912e-05,5.530332531573757e-05,-2.141032760764637e-05
relata dia,6.323450033794021e-05,3.262187085532454e-05,3.0612629482615675e-05
relata ideia,7.616755854441534e-05,0.0,7.616755854441534e-05
relata ligacao,0.0,5.837004237269864e-05,-5.837004237269864e-05
relata lula,5.932044119448822e-05,0.0,5.932044119448822e-05
relata sofreu,7.350628836619293e-05,0.0,7.350628836619293e-05
relatadas ex,6.711689536185069e-05,0.0,6.711689536185069e-05
relatado materia,7.838236646367888e-05,0.0,7.838236646367888e-05
relatar kajuru,6.50707837172125e-05,0.0,6.50707837172125e-05
relataram ter,3.8234885244666986e-05,2.8597425396934032e-05,9.637459847732954e-06
relatei algumas,4.657269857294572e-05,0.0,4.657269857294572e-05
relativamente facil,0.0,8.627882274274697e-05,-8.627882274274697e-05
relativas contribuicao,0.0,5.630395760870482e-05,-5.630395760870482e-05
relativos sistema,0.0,8.822021305291299e-05,-8.822021305291299e-05
relato acima,4.167969229051234e-05,4.125701962690113e-05,4.2267266361121033e-07
relato diz,3.580002135885965e-05,4.784282126016402e-05,-1.204279990130437e-05
relato empresaria,9.433037010285528e-05,0.0,9.433037010285528e-05
relato ex,3.079612039829063e-05,8.908479247428605e-05,-5.828867207599542e-05
relato feito,8.244339829646395e-05,4.674967560416784e-05,3.569372269229611e-05
relato oficial,5.226507017691342e-05,2.7334146536889383e-05,2.493092364002404e-05
relato sobre,0.0,8.104388987415572e-05,-8.104388987415572e-05
relator 10,0.0001088101387029,0.0,0.0001088101387029
relator acao,2.5861991244038215e-05,0.0003181531235307,-0.0002922911322866
relator bonifacio,2.110815801030175e-05,3.141193349111195e-05,-1.0303775480810202e-05
relator caso,0.0001245331474422,0.0004545760692701,-0.0003300429218278
relator cassacao,7.350628836619293e-05,0.0,7.350628836619293e-05
relator comissao,5.897427418334564e-05,3.4139139410834235e-05,2.4835134772511404e-05
relator denuncia,0.0,0.0002216111071187,-0.0002216111071187
relator deputado,1.9225679751408996e-05,9.161715236369112e-05,-7.239147261228212e-05
relator disse,4.156035385752469e-05,4.453476694378136e-05,-2.974413086256664e-06
relator diz,0.0,0.0001411690582363,-0.0001411690582363
relator edson,7.968351825924139e-05,8.211958141335154e-05,-2.436063154110144e-06
relator fachin,0.0,7.3638395282554e-05,-7.3638395282554e-05
relator herman,6.404903588695264e-05,0.0001732598145197,-0.0001092107786328
relator inquerito,2.53566403783123e-05,9.463833894670822e-05,-6.928169856839592e-05
relator investigacoes,0.0,6.234802490516797e-05,-6.234802490516797e-05
relator joao,0.0001160601023138,4.1644006398017366e-05,7.441609591583815e-05
relator lava,0.0008003065033477,0.0015089481738117,-0.000708641670464
relator luiz,7.204154447546313e-05,0.0,7.204154447546313e-05
relator mantem,0.0,8.641081813039132e-05,-8.641081813039132e-05
relator mensalao,0.0,6.206294996194745e-05,-6.206294996194745e-05
relator ministro,5.264199342820028e-05,7.458577937747729e-05,-2.194378594927701e-05
relator nao,6.39018523197888e-05,0.0001210773120633,-5.717545974357312e-05
relator operacao,0.0001093601895894,0.0009024978663251,-0.0007931376767357
relator paulo,0.0,0.0001316507456998,-0.0001316507456998
relator processo,0.0002106905545993,0.0005129273473641,-0.0003022367927648
relator processos,2.9869939865587197e-05,0.0002896568503634,-0.0002597869104978
relator projeto,0.0001634297156718,6.492342872510533e-05,9.85062869467024e-05
relator proposta,5.045442047196796e-05,0.000133505800251,-8.305137977908824e-05
relator recurso,0.0,9.843381112495356e-05,-9.843381112495356e-05
relator reforma,3.828052835770395e-05,0.0002226894831013,-0.0001844089547436
relator stf,0.0,5.937026809017876e-05,-5.937026809017876e-05
relator vai,2.041287714994815e-05,4.146070924514399e-05,-2.104783209519584e-05
relatora processo,5.593924938163547e-05,0.0001072032305971,-5.126398121554095e-05
relatoria denuncia,0.0,8.864056691756407e-05,-8.864056691756407e-05
relatoria lava,0.0001114860708555,0.0,0.0001114860708555
relatoria ministro,3.345788804967962e-05,3.688052092276967e-05,-3.42263287309005e-06
relatoria processo,0.0,4.633909429006848e-05,-4.633909429006848e-05
relatorio aponta,7.142447006578762e-05,0.0001359308424213,-6.450637235551782e-05
relatorio apontou,8.363049854952489e-05,0.0,8.363049854952489e-05
relatorio comissao,0.0,9.473271303239268e-05,-9.473271303239268e-05
relatorio departamento,0.0,7.44114358817691e-05,-7.44114358817691e-05
relatorio deputado,5.97364625568696e-05,0.0002047809698223,-0.0001450445072654
relatorio destaca,9.372259399422728e-05,0.0,9.372259399422728e-05
relatorio divulgado,0.0,0.0001555716996221,-0.0001555716996221
relatorio enviado,6.185713757969849e-05,7.753832582991969e-05,-1.56811882502212e-05
relatorio final,2.9856093495881708e-05,0.0002474331397286,-0.0002175770462328
relatorio indiciamento,8.046774376725263e-05,0.0,8.046774376725263e-05
relatorio informou,3.2670389623178275e-05,4.262154513430491e-05,-9.951155511126634e-06
relatorio inquerito,0.0,8.309098553646986e-05,-8.309098553646986e-05
relatorio inteligencia,4.251336802098182e-05,8.207811220393979e-05,-3.9564744182957976e-05
relatorio intitulado,6.816437093938593e-05,0.0,6.816437093938593e-05
relatorio ja,0.0,9.460572262813e-05,-9.460572262813e-05
relatorio lancado,0.0,0.0001484641608062,-0.0001484641608062
relatorio militar,6.341991868842863e-05,0.0,6.341991868842863e-05
relatorio mundial,0.0,0.0001947484510333,-0.0001947484510333
relatorio nao,0.0,9.956460791857951e-05,-9.956460791857951e-05
relatorio nesta,0.0,0.0001115009867498,-0.0001115009867498
relatorio operacao,4.931987939854565e-05,7.596857352459686e-05,-2.6648694126051213e-05
relatorio organizacao,0.0,9.169441352974676e-05,-9.169441352974676e-05
relatorio pf,0.0002463875423342,0.0001837362972798,6.265124505445621e-05
relatorio pgr,0.0001277006135664,0.0,0.0001277006135664
relatorio policia,2.981546220980211e-05,0.0004115336990753,-0.0003817182368655
relatorio produzido,6.410198037123313e-05,4.9744470593437255e-05,1.4357509777795877e-05
relatorio recomenda,0.0,9.61237714185605e-05,-9.61237714185605e-05
relatorio recomendava,0.0,8.571548623264223e-05,-8.571548623264223e-05
relatorio reforma,0.0,8.031260028101577e-05,-8.031260028101577e-05
relatorio relator,0.0,9.298051031062218e-05,-9.298051031062218e-05
relatorio sobre,7.866129754924764e-05,0.000148374470275,-6.971317272584087e-05
relatorio tambem,4.5807597293200695e-05,3.5948342740428665e-05,9.85925455277203e-06
relatorio tce,0.0,8.732370466588051e-05,-8.732370466588051e-05
relatorio tcu,0.0001368127957535,4.859931865789659e-05,8.821347709568272e-05
relatorio ultimos,4.385484952107662e-05,0.0,4.385484952107662e-05
relatorios feitos,7.131894606208166e-05,0.0,7.131894606208166e-05
relatorios outros,3.05145437058385e-05,3.598121664416149e-05,-5.4666729383229936e-06
relatorios pf,9.741243519708476e-05,0.0,9.741243519708476e-05
relatorios policia,4.439371503860648e-05,5.53644131958126e-05,-1.0970698157206124e-05
relatos crimes,0.0,9.61901145421165e-05,-9.61901145421165e-05
relatos executivos,0.0,6.966297716402074e-05,-6.966297716402074e-05
relatos sobre,6.367863415000422e-05,7.502710110087157e-05,-1.134846695086735e-05
relatou ainda,5.035423470873722e-05,3.01834523793828e-05,2.0170782329354424e-05
relatou bbc,0.0,0.0001119935444617,-0.0001119935444617
relatou companheira,0.0001387361566419,0.0,0.0001387361566419
relatou delacao,4.795264307442957e-05,7.663247734595249e-05,-2.8679834271522912e-05
relatou dilma,3.324612848361417e-05,1.972888065464606e-05,1.3517247828968108e-05
relatou encontrou,3.979921112036401e-05,5.0646483569579307e-05,-1.0847272449215294e-05
relatou entregas,6.626034201976337e-05,0.0,6.626034201976337e-05
relatou g1,0.0,7.614134772593767e-05,-7.614134772593767e-05
relatou justica,3.930262996878232e-05,4.789381575236536e-05,-8.591185783583043e-06
relatou lava,0.0,8.394754666738248e-05,-8.394754666738248e-05
relatou ministerio,0.0,7.214167329285518e-05,-7.214167329285518e-05
relatou nao,0.0002587610796462,0.0,0.0002587610796462
relatou presidente,7.188615689546274e-05,5.5569142975037655e-05,1.631701392042508e-05
relatou repasses,0.0,6.736606824141696e-05,-6.736606824141696e-05
relatou rodrigues,6.466080978049438e-05,0.0,6.466080978049438e-05
relatou somente,7.211537842428034e-05,0.0,7.211537842428034e-05
relatou temer,0.0001021683139104,0.0,0.0001021683139104
relatou ter,3.419553755739951e-05,9.527585296634992e-05,-6.108031540895043e-05
relembra tempos,6.20285370489334e-05,5.717910486216506e-05,4.849432186768335e-06
relembram diariamente,0.0,9.755810392276996e-05,-9.755810392276996e-05
relembre abaixo,0.0,0.0001807566232243,-0.0001807566232243
relembre fatos,0.0,0.0002289927286855,-0.0002289927286855
relembre principais,0.0,7.844035544769591e-05,-7.844035544769591e-05
relevante governo,2.658197237522072e-05,2.166861940632403e-05,4.913352968896687e-06
religiao catolica,0.0001087665371886,5.62474640198109e-05,5.251907316885593e-05
religiao lado,9.300351071794332e-05,9.12248851495562e-05,1.7786255683871125e-06
religiao nao,0.0001512986179976,0.0,0.0001512986179976
religioes matriz,0.0,0.0001027367700982,-0.0001027367700982
religiosa todos,0.0001163296888775,0.0,0.0001163296888775
religioso nao,2.682792165783757e-05,3.960391259916755e-05,-1.2775990941329978e-05
religioso pode,7.446096727300335e-05,4.5660191685410254e-05,2.88007755875931e-05
relogio adiantado,8.610292142550931e-05,3.089779491109248e-05,5.5205126514416826e-05
relogio apocalipse,5.7401947617006194e-05,9.269338473327744e-05,-3.5291437116271244e-05
relogios dourados,6.989190993690036e-05,0.0,6.989190993690036e-05
remedio contra,0.0,8.42169609117594e-05,-8.42169609117594e-05
remedios alguns,5.3329486887747e-05,6.726541957554922e-05,-1.3935932687802224e-05
remedios gratuitos,6.08522059520386e-05,4.974528914529527e-05,1.1106916806743328e-05
remessa autos,2.2713155678690328e-05,4.175946872713254e-05,-1.904631304844221e-05
remessa copia,3.559703567456555e-05,4.34355114193417e-05,-7.838475744776156e-06
remetente tal,7.12656989333198e-05,0.0,7.12656989333198e-05
remetido supremo,3.918457660762797e-05,4.899979961854332e-05,-9.815223010915353e-06
renan afirmou,7.568962301165786e-05,7.411414128603135e-05,1.5754817256265089e-06
renan agora,4.626668241727968e-05,5.930412510241623e-05,-1.3037442685136558e-05
renan alvo,4.819653003552051e-05,3.5636812018660593e-05,1.2559718016859917e-05
renan calheiros,0.0034858419214563,0.0022718763082544,0.0012139656132019
renan chama,4.769898439688522e-05,5.603998284108652e-05,-8.34099844420129e-06
renan coloca,0.0001039997068883,0.0,0.0001039997068883
renan comando,0.0,9.310573967580988e-05,-9.310573967580988e-05
renan desesperado,9.616632429413556e-05,0.0,9.616632429413556e-05
renan disse,0.0002788176227053,0.0,0.0002788176227053
renan diz,0.0001669753245139,0.0001016410441079,6.533428040591857e-05
renan eduardo,5.005639973280831e-05,0.0001103191935157,-6.0262793782976415e-05
renan ex,3.294763363335014e-05,4.711491894020844e-05,-1.4167285306858291e-05
renan ja,8.81199810535411e-05,0.0,8.81199810535411e-05
renan juca,6.503781675215086e-05,0.0001843109237945,-0.0001192731070424
renan lula,0.0001149282095827,0.0,0.0001149282095827
renan nao,0.0002147823443342,7.99686777809392e-05,0.0001348136665533
renan passou,0.0,8.949712962340903e-05,-8.949712962340903e-05
renan pf,0.0,9.505509814336128e-05,-9.505509814336128e-05
renan pode,8.469970438034144e-05,0.0,8.469970438034144e-05
renan presidencia,4.152356722910454e-05,0.0002007789535107,-0.0001592553862816
renan quer,0.0001043151930427,0.0,0.0001043151930427
renan renan,7.896414869605459e-05,3.059242397495686e-05,4.837172472109773e-05
renan sao,0.000123175107038,0.0,0.000123175107038
renan sarney,3.334556246281262e-05,7.247413279511526e-05,-3.912857033230264e-05
renan segundo,0.0,6.555138086960575e-05,-6.555138086960575e-05
renan senado,0.000125225937584,3.211222349659717e-05,9.311371408745573e-05
renan senador,4.343005625945572e-05,4.362874561998329e-05,-1.98689360527565e-07
renan supremo,0.0001343047646949,5.019464731608659e-05,8.411011737886358e-05
renan tambem,0.0001929954554494,4.557240971770746e-05,0.0001474230457317
renan vai,0.000149429685106,5.493722875103061e-05,9.449245635506785e-05
renan vice,3.965615752383428e-05,4.082028723625354e-05,-1.1641297124192563e-06
renan virou,6.658112637613206e-05,3.742795600853157e-05,2.9153170367600483e-05
renascer cristo,4.383009638917422e-05,5.55001210295315e-05,-1.1670024640357276e-05
renata lo,0.0,0.0002508155719244,-0.0002508155719244
renato barreiros,3.4840841125505074e-05,5.830087781859504e-05,-2.346003669308996e-05
renato duque,0.0002832628221152,0.0003643711197678,-8.110829765254653e-05
renato pereira,0.0,0.0001246366712944,-0.0001246366712944
renato russo,0.0001973418715314,5.865716050222615e-05,0.0001386847110292
renato souza,0.0,7.674362004761703e-05,-7.674362004761703e-05
renaud lavillenie,0.0002629634178353,0.0,0.0002629634178353
renda basica,5.814389426400294e-05,0.0001333805658551,-7.523667159118499e-05
renda estrategia,0.0,4.733877766672173e-05,-4.733877766672173e-05
renda lula,7.236115822148185e-05,0.0,7.236115822148185e-05
renda mensal,6.568962558364599e-05,0.0,6.568962558364599e-05
renda mira,0.0,4.733877766672173e-05,-4.733877766672173e-05
renda per,0.0001509493642153,0.0,0.0001509493642153
renda tambem,0.0,4.733877766672173e-05,-4.733877766672173e-05
renda troca,0.0,6.72677052320758e-05,-6.72677052320758e-05
render ate,0.0,8.256823047940012e-05,-8.256823047940012e-05
renderiam propina,7.099684824851194e-05,0.0,7.099684824851194e-05
rendeu criticas,3.296547829149522e-05,3.138354234926041e-05,1.5819359422348104e-06
rendimento ibge,0.0,7.134468846481401e-05,-7.134468846481401e-05
rendimentos casa,5.622270340641425e-05,0.0,5.622270340641425e-05
rendimentos profissional,5.622270340641425e-05,0.0,5.622270340641425e-05
renegociacao debitos,0.0,8.826650603466644e-05,-8.826650603466644e-05
renovacao contrato,0.0,0.0001184735772873,-0.0001184735772873
renovacao politica,2.613938018382161e-05,6.690305501492096e-05,-4.076367483109934e-05
renuncia antes,4.894865910334584e-05,9.51820548447572e-05,-4.623339574141136e-05
renuncia cargo,0.0001017106602008,2.9560332474103805e-05,7.215032772675577e-05
renuncia coletiva,0.0001939192678455,4.7992756621909925e-05,0.0001459265112236
renuncia dilma,0.0002503344585911,0.0,0.0002503344585911
renuncia fiscal,0.0001151572706733,0.0,0.0001151572706733
renuncia licenca,3.888862602091127e-05,0.0,3.888862602091127e-05
renuncia michel,6.913309097037944e-05,8.675705553086496e-05,-1.7623964560485524e-05
renuncia nao,0.0001002059592331,7.279129389976145e-05,2.7414665333406403e-05
renuncia presidente,0.0002864706930079,0.0002398036199727,4.666707303516564e-05
renuncia temer,0.0001898648390363,8.763978429005546e-05,0.0001022250547462
renuncia vai,8.984786994351924e-05,0.0,8.984786994351924e-05
renunciar ainda,7.178947494117969e-05,4.460691179121049e-05,2.7182563149969198e-05
renunciar cargo,8.632059670270998e-05,0.0001153049842003,-2.8984387497659183e-05
renunciar evitar,0.000187970219539,0.0,0.000187970219539
renunciar nao,4.077777831539283e-05,6.000209016150138e-05,-1.922431184610855e-05
renunciar presidencia,4.925339774485498e-05,4.460691179121049e-05,4.646485953644488e-06
renunciara cargo,8.106543495738731e-05,0.0,8.106543495738731e-05
renunciara deixara,0.0,6.227893499038849e-05,-6.227893499038849e-05
renuncie imediatamente,8.750354811730026e-05,2.256521836759028e-05,6.493832974971e-05
renuncie presidencia,2.4756519258624358e-05,0.0001324521089092,-0.0001076955896506
renuncie toga,3.669850795465778e-05,2.9415458468779768e-05,7.2830494858780126e-06
renzi chegou,0.0001138574077689,0.0,0.0001138574077689
reoneracao folha,0.0,0.0002097265703834,-0.0002097265703834
reorientacao sexual,0.0,9.479544824024324e-05,-9.479544824024324e-05
reparacao danos,0.0,0.0001278689561842,-0.0001278689561842
reparar danos,0.0001015940028191,0.0,0.0001015940028191
reparar indevida,0.0,5.507976353382999e-05,-5.507976353382999e-05
repare cara,0.0001308611808316,0.0,0.0001308611808316
repare video,0.0001000928670401,0.0,0.0001000928670401
reparei soltou,9.457193149305794e-05,0.0,9.457193149305794e-05
reparticoes publicas,9.457841670426516e-05,0.0002188358493675,-0.0001242574326633
repassado campanha,0.0,7.314943831898559e-05,-7.314943831898559e-05
repassado lula,0.0,6.899786511242746e-05,-6.899786511242746e-05
repassado milhoes,8.672187601300935e-05,5.233728391399477e-05,3.438459209901458e-05
repassados camargo,5.417605659134965e-05,0.0,5.417605659134965e-05
repassados ex,3.388643369023595e-05,7.267169247787049e-05,-3.878525878763454e-05
repassar dinheiro,8.32127064197805e-05,0.0,8.32127064197805e-05
repassava parte,5.367860863905923e-05,0.0,5.367860863905923e-05
repasse 10,0.0,8.178903074757411e-05,-8.178903074757411e-05
repasse 200,0.0,6.297171409838583e-05,-6.297171409838583e-05
repasse 500,0.0,7.521617206609365e-05,-7.521617206609365e-05
repasse dinheiro,3.854419965214262e-05,4.14442311163132e-05,-2.90003146417058e-06
repasse milhoes,7.504459072238898e-05,6.38513678342604e-05,1.119322288812858e-05
repasse outros,5.834831318004273e-05,0.0,5.834831318004273e-05
repasse propina,9.208500701338512e-05,3.700623311991594e-05,5.507877389346918e-05
repasse propinas,3.997529128039691e-05,4.707221247159517e-05,-7.096921191198254e-06
repasse recursos,8.803786116905914e-05,7.251713219543142e-05,1.552072897362772e-05
repasses cerca,5.367860863905923e-05,0.0,5.367860863905923e-05
repasses dinheiro,3.505564408711191e-05,3.55386599465938e-05,-4.830158594818884e-07
repasses feitos,0.0,5.2251550810237913e-05,-5.2251550810237913e-05
repasses ilicitos,0.0,0.000103232079247,-0.000103232079247
repasses odebrecht,0.0001380556483151,3.972815337262052e-05,9.832749494251588e-05
repasses projeto,6.127425785124406e-05,0.0,6.127425785124406e-05
repasses propina,4.981284103370341e-05,0.0001050800565412,-5.526721550755355e-05
repasses via,3.324612848361417e-05,4.206158286350983e-05,-8.815454379895664e-06
repassou milhao,0.0,0.0001566206436772,-0.0001566206436772
repercussao apagou,7.077437563630957e-05,0.0,7.077437563630957e-05
repercussao caso,9.799208476129226e-05,0.0,9.799208476129226e-05
repercussao causada,0.0,4.484052392163634e-05,-4.484052392163634e-05
repercussao geral,0.0,0.0001006932457546,-0.0001006932457546
repercussao internacional,8.517468177057947e-05,5.953026440604255e-05,2.564441736453692e-05
repercussao midia,6.674871778580092e-05,0.0,6.674871778580092e-05
repercussao morte,0.0,0.0001803083547789,-0.0001803083547789
repercussao nacional,0.0,7.931509942162443e-05,-7.931509942162443e-05
repercussao negativa,0.0,8.090939062107877e-05,-8.090939062107877e-05
repercute redes,0.0001182222351579,0.0,0.0001182222351579
repercutiu pais,7.94730583168125e-05,0.0,7.94730583168125e-05
repete farsa,3.0090339579166037e-05,1.658321993855556e-05,1.3507119640610473e-05
repetidamente dirigido,2.7067897724310396e-05,0.0,2.7067897724310396e-05
repetidas vezes,6.552773633554859e-05,4.8231852491238205e-05,1.7295883844310385e-05
repetir nao,0.0001214789853235,2.7029867826410683e-05,9.444911749710528e-05
reportagem acesso,2.956429895492064e-05,3.513043681830811e-05,-5.566137863387472e-06
reportagem afirmou,7.659553889282053e-05,4.035362392323701e-05,3.624191496958351e-05
reportagem agencia,0.0,8.242483534114578e-05,-8.242483534114578e-05
reportagem ainda,3.458234469317631e-05,4.246170059404847e-05,-7.879355900872165e-06
reportagem band,7.347538391671153e-05,0.0,7.347538391671153e-05
reportagem bbc,0.0,0.0001914579051586,-0.0001914579051586
reportagem capa,5.3443466551663103e-05,3.881099982878551e-05,1.4632466722877597e-05
reportagem cita,6.217696180077174e-05,0.0,6.217696180077174e-05
reportagem completa,4.439371503860648e-05,3.14261210446656e-05,1.296759399394088e-05
reportagem desta,6.074434171728809e-05,0.0,6.074434171728809e-05
reportagem disse,6.601807703634294e-05,3.23975729705544e-05,3.362050406578854e-05
reportagem diz,5.917897952675698e-05,5.591310098833477e-05,3.2658785384222106e-06
reportagem especial,0.0,9.52044267136706e-05,-9.52044267136706e-05
reportagem estadao,3.987539563579344e-05,0.0001126096909609,-7.273429532519775e-05
reportagem estado,4.043673428962197e-05,8.186189838646655e-05,-4.1425164096844576e-05
reportagem exibida,0.0001187353089445,0.0,0.0001187353089445
reportagem feita,0.0002175265047682,0.0,0.0002175265047682
reportagem folha,0.0001298177969843,4.711540631043562e-05,8.270239067390347e-05
reportagem g1,0.0,0.0002198011208524,-0.0002198011208524
reportagem globo,0.0001871018155854,4.156887039891867e-05,0.0001455329451865
reportagem informou,7.649935499711502e-05,3.411487721757838e-05,4.238447777953664e-05
reportagem integra,0.0,0.0001010145428731,-0.0001010145428731
reportagem istoe,0.0001225716671735,0.0,0.0001225716671735
reportagem jornal,0.000461804825117,6.000801373279437e-05,0.0004017968113842
reportagem lula,4.472974502100782e-05,3.534818518272916e-05,9.381559838278665e-06
reportagem nao,4.795229451173714e-05,0.0001396625970994,-9.171030258774916e-05
reportagem nesta,0.0,0.0001022274461739,-0.0001022274461739
reportagem programa,3.802487411025915e-05,2.652089502861068e-05,1.1503979081648472e-05
reportagem publicada,0.0003893954996091,0.0001097893956865,0.0002796061039226
reportagem revista,0.0002843181817968,0.000151189802529,0.0001331283792677
reportagem segundo,0.0,0.0001568111546884,-0.0001568111546884
reportagem senador,0.0,6.69983155627803e-05,-6.69983155627803e-05
reportagem sergio,5.622270340641425e-05,0.0,5.622270340641425e-05
reportagem serie,0.0,0.0002421987225529,-0.0002421987225529
reportagem site,2.61813270414086e-05,1.908268908952985e-05,7.098637951878748e-06
reportagem sobre,9.108105763937766e-05,0.0002201784610919,-0.0001290974034525
reportagem tv,5.602408591623054e-05,6.727182660299716e-05,-1.1247740686766624e-05
reportagem veiculada,3.346606800040321e-05,6.88444500551068e-05,-3.537838205470359e-05
reportagem veja,0.000163513302783,2.9473028841535863e-05,0.0001340402739415
reportagem versoes,0.0,0.0001361589130299,-0.0001361589130299
reportagens democracia,0.0,7.149857979644095e-05,-7.149857979644095e-05
reportagens g1,0.0,8.156941908954375e-05,-8.156941908954375e-05
reportagens ordem,0.0,9.132693168551026e-05,-9.132693168551026e-05
reportagens publicadas,0.0,9.425674470141532e-05,-9.425674470141532e-05
reportagens sobre,3.336207950247385e-05,8.700992639165103e-05,-5.364784688917718e-05
reporter andreia,6.148691515712245e-05,0.0001106322385509,-4.914532339384274e-05
reporter bbc,4.8703539094719926e-05,5.269889688721513e-05,-3.995357792495201e-06
reporter ficou,0.0001278798714215,0.0,0.0001278798714215
reporter globo,0.000684808209996,3.4231869192323285e-05,0.0006505763408036
reporter jornal,0.0,6.164066492858063e-05,-6.164066492858063e-05
reporter marcelo,0.0001112753751696,0.0,0.0001112753751696
reporter nao,0.0001061061859121,0.0,0.0001061061859121
reporter pergunta,0.0001221883145672,0.0,0.0001221883145672
reporter questionou,9.626903310621572e-05,0.0,9.626903310621572e-05
reporter quis,7.808361545970214e-05,0.0,7.808361545970214e-05
reporter sobre,9.667316910397498e-05,0.0,9.667316910397498e-05
reporter tv,0.0001881771591644,7.322982168893082e-05,0.0001149473374754
reporter vivo,9.811068935225736e-05,0.0,9.811068935225736e-05
reporteres bbc,0.0,0.0001263884394721,-0.0001263884394721
reporteres tv,5.399370660011266e-05,4.44002323119845e-05,9.593474288128157e-06
reporteres veja,5.560314922286612e-05,0.0,5.560314922286612e-05
representa ameaca,9.40227602636756e-05,0.0,9.40227602636756e-05
representa aumento,0.0,9.594251816136726e-05,-9.594251816136726e-05
representa classe,8.644544830630797e-05,0.0,8.644544830630797e-05
representa derrota,4.199587694815792e-05,6.684195784567275e-05,-2.4846080897514828e-05
representa grande,5.410896035200415e-05,4.536839633147525e-05,8.740564020528904e-06
representa maior,0.0,8.886007591335496e-05,-8.886007591335496e-05
representa media,5.812271059656433e-05,0.0001472383109985,-8.911560040194983e-05
representa nao,3.296547829149522e-05,2.6293886845239295e-05,6.6715914462559245e-06
representa oab,4.706787410610591e-05,4.2578702951837166e-05,4.48917115426874e-06
representa queda,0.0,0.0001628514073959,-0.0001628514073959
representa risco,0.0,7.675412687123841e-05,-7.675412687123841e-05
representa tambem,3.915457826997632e-05,3.376174578188928e-05,5.392832488087043e-06
representacao contra,3.362385687416467e-05,0.0002143563944309,-0.0001807325375568
representacao feita,0.0001077674701008,3.22517291163468e-05,7.551574098454955e-05
representacao procuradoria,4.6743211315638696e-05,4.523435030898113e-05,1.5088610066575655e-06
representacao pt,0.0,7.644512858491e-05,-7.644512858491e-05
representacao todos,7.261764872046385e-05,0.0,7.261764872046385e-05
representacoes contra,0.0,0.000151196545172,-0.000151196545172
representada operacao,4.933588583117027e-05,0.0,4.933588583117027e-05
representam ameaca,0.0001092146187111,0.0,0.0001092146187111
representam povo,6.149460230861613e-05,0.0,6.149460230861613e-05
representante brasil,0.0001074254053828,0.0,0.0001074254053828
representante comercial,0.0,9.307433444222384e-05,-9.307433444222384e-05
representante direita,6.111585223903302e-05,0.0,6.111585223903302e-05
representante eua,0.0,7.14563838268112e-05,-7.14563838268112e-05
representante norte,0.0,7.732705535405248e-05,-7.732705535405248e-05
representante pmdb,0.0,0.0001119513157101,-0.0001119513157101
representantes comissao,8.876268883733468e-05,0.0,8.876268883733468e-05
representantes eleitos,9.9125501871845e-05,2.8080892418473347e-05,7.104460945337166e-05
representantes estados,0.0,8.304070577311816e-05,-8.304070577311816e-05
representantes ministerio,5.666736148770224e-05,0.0001267080652489,-7.004070376127549e-05
representantes movimentos,3.483047878732579e-05,5.0450593268337065e-05,-1.5620114481011276e-05
representantes partido,3.324612848361417e-05,3.266434608045535e-05,5.81782403158822e-07
representantes partidos,0.0,8.857540292683708e-05,-8.857540292683708e-05
representantes povo,7.311195189739966e-05,0.0,7.311195189739966e-05
representantes sul,0.0,5.401158606274354e-05,-5.401158606274354e-05
representar brasil,8.956555384410397e-05,7.971788246860069e-05,9.84767137550329e-06
representava interesses,5.761306048981123e-05,0.0,5.761306048981123e-05
representou ameaca,0.0,0.0001217009044872,-0.0001217009044872
repressao crimes,6.380803976468712e-05,0.0001652374475964,-0.0001014294078317
repressao ditadura,3.672557431793752e-05,5.667139506103892e-05,-1.9945820743101404e-05
reproducao feita,5.834831318004273e-05,0.0,5.834831318004273e-05
reproducao mensagem,0.0,9.725984589305233e-05,-9.725984589305233e-05
reproducoes conteudo,6.43599544156106e-05,0.0,6.43599544156106e-05
reprovacao governo,3.874709187526553e-05,4.333765205873675e-05,-4.590560183471226e-06
republica 2018,0.0001805706721981,0.0001584803565518,2.2090315646275827e-05
republica acordo,0.0001183667585304,3.179818834371104e-05,8.656857018674999e-05
republica afirma,0.0,9.434842197577448e-05,-9.434842197577448e-05
republica afirmou,0.0001246878622235,6.758950930080257e-05,5.70983529227864e-05
republica ainda,0.0001032762643866,3.689391298490484e-05,6.638235140178036e-05
republica aliado,0.0,0.0001089421762061,-0.0001089421762061
republica amor,6.768915745731133e-05,0.0,6.768915745731133e-05
republica ano,0.0,8.53189580929892e-05,-8.53189580929892e-05
republica anpr,0.0,0.0001438344937177,-0.0001438344937177
republica antes,0.0,7.88632056214393e-05,-7.88632056214393e-05
republica apos,0.0001063161883772,4.036885230750201e-05,6.594733606975727e-05
republica aprovado,5.0255916283649614e-05,5.473416986546659e-05,-4.478253581816976e-06
republica assim,6.240171302743306e-05,0.0,6.240171302743306e-05
